495.014042	0
495.024489	0
495.034936	0
495.045383	0
503.071427	0
503.08213	0
503.092833	0
503.103537	0
503.114241	2120.099406
503.124945	3505.494327
503.135649	4121.50158
503.146354	3498.20586
503.15706	2069.551897
503.167765	21.827242
503.178471	0
503.189178	0
503.199884	0
503.210591	0
504.06826	0
504.078995	0
504.08973	0
504.100465	0
504.111201	987.27414
504.121937	1832.987616
504.132674	2302.325095
504.14341	2046.321503
504.154148	1250.812826
504.164885	51.533188
504.175623	0
504.186361	0
504.1971	0
504.207838	0
531.201736	0
531.21335	0
531.224963	0
531.236577	0
531.248191	766.156112
531.259806	1904.002323
531.271421	2770.328263
531.283036	2704.959614
531.294652	1784.878744
531.306268	427.866756
531.317884	20.155646
531.329501	0
531.341118	0
531.352736	0
531.364354	0
612.132753	0
612.147119	0
612.161485	0
612.175852	0
612.190219	737.038772
612.204587	1610.439778
612.218955	2056.482744
612.233324	1746.930123
612.247693	958.741821
612.262063	190.271008
612.276433	0
612.290804	0
612.305175	0
612.319547	0
657.072837	0
657.088813	0
657.10479	0
657.120768	0
657.136746	52.806317
657.152725	1672.054564
657.168704	2358.446301
657.184684	4104.826484
657.200664	6612.666418
657.216645	15596.61023
657.232627	46344.5728
657.248609	95478.21854
657.264592	150217.9759
657.280575	160002.2199
657.296559	114273.8708
657.312544	59312.91778
657.328529	19041.96773
657.344515	3309.768862
657.360501	414.648789
657.376488	44.716432
657.392475	0
657.408463	0
657.424452	0
657.440441	0
658.144544	0
658.16056	0
658.176576	0
658.192592	0
658.20861	1049.826835
658.224627	5094.920982
658.240646	16750.47977
658.256665	31786.81211
658.272684	45383.95189
658.288705	41431.91727
658.304725	26744.14723
658.320747	11339.77
658.336769	2705.190664
658.352791	210.921825
658.368814	0
658.384838	0
658.400862	0
658.416887	0
659.138611	0
659.154663	0
659.170715	0
659.186768	0
659.202821	304.551555
659.218876	1246.407217
659.23493	3397.718009
659.250986	7662.672185
659.267042	12360.36908
659.283098	13649.44398
659.299155	9562.04553
659.315213	5003.427161
659.331271	1593.933376
659.34733	508.13552
659.363389	24.531261
659.379449	0
659.39551	0
659.411571	0
659.427633	0
684.1125	0
684.129473	0
684.146446	0
684.16342	0
684.180394	321.866311
684.19737	1384.432714
684.214345	3145.058839
684.231322	4696.030988
684.248299	4959.255905
684.265277	3738.243218
684.282255	1926.542466
684.299234	612.2668
684.316213	28.533088
684.333194	0
684.350175	0
684.367156	0
684.384138	0
685.131978	0
685.148989	0
685.166	0
685.183012	0
685.200024	862.391162
685.217037	2187.444067
685.234051	3331.016762
685.251066	3503.928327
685.268081	2583.181498
685.285096	1255.341745
685.302113	288.908859
685.31913	12.552963
685.336147	0
685.353165	0
685.370184	0
685.387204	0
747.465935	0
747.485319	0
747.504704	0
747.52409	0
747.543476	11920.80565
747.562863	11245.68467
747.582251	6663.986992
